#{"t_start": 1784182486.7544653, "env_id": "CartPole-v1"}
r,l,t
98.0,98,894.992112
99.0,99,895.38429
46.0,46,895.400321
66.0,66,895.415944
93.0,93,895.854583
60.0,60,895.870206
21.0,21,895.88625
55.0,55,895.902113
53.0,53,895.949594
54.0,54,895.996466
115.0,115,896.515799
128.0,128,896.56267
111.0,111,896.939416
104.0,104,896.986911
106.0,106,897.411766
113.0,113,897.443484
114.0,114,897.850117
500.0,500,898.743809
34.0,34,898.759436
14.0,14,898.759436
77.0,77,898.790901
36.0,36,898.790901
44.0,44,898.806525
39.0,39,898.822151
49.0,49,899.197565
38.0,38,899.213188
52.0,52,899.228812
62.0,62,899.244435
26.0,26,899.244435
24.0,24,899.260058
40.0,40,899.637181
90.0,90,899.652809
35.0,35,899.668427
14.0,14,899.668427
86.0,86,899.684497
125.0,125,900.170767
123.0,123,900.202014
47.0,47,900.641787
36.0,36,900.657408
87.0,87,900.688654
34.0,34,900.688654
87.0,87,901.12798
66.0,66,901.143604
50.0,50,901.175724
87.0,87,901.221987
14.0,14,901.221987
189.0,189,901.709192
114.0,114,902.100137
38.0,38,902.115761
89.0,89,902.131383
15.0,15,902.147008
15.0,15,902.147008
88.0,88,902.555636
27.0,27,902.555636
98.0,98,902.587303
94.0,94,902.618758
91.0,91,903.042481
91.0,91,903.073724
106.0,106,903.481455
112.0,112,903.528995
111.0,111,903.560489
93.0,93,903.968274
20.0,20,903.983924
66.0,66,904.01542
30.0,30,904.03138
16.0,16,904.03138
95.0,95,904.470766
308.0,308,904.940879
105.0,105,904.972121
94.0,94,905.379214
89.0,89,905.394837
85.0,85,905.41046
92.0,92,905.834311
109.0,109,905.865557
101.0,101,906.464286
308.0,308,907.032148
102.0,102,907.079017
102.0,102,907.485417
112.0,112,907.501039
109.0,109,907.532286
244.0,244,907.970335
475.0,475,908.863796
39.0,39,908.895495
92.0,92,909.508035
88.0,88,909.523657
89.0,89,909.555132
29.0,29,910.027233
86.0,86,910.042855
90.0,90,910.090254
10.0,10,910.090254
47.0,47,910.137523
189.0,189,910.591062
152.0,152,911.015135
41.0,41,911.030759
56.0,56,911.046838
53.0,53,911.062764
92.0,92,911.485603
86.0,86,911.532473
21.0,21,911.548095
45.0,45,911.563719
84.0,84,911.955605
107.0,107,911.986851
101.0,101,912.018097
125.0,125,912.457069
140.0,140,912.488625
151.0,151,912.89571
90.0,90,912.926959
39.0,39,913.383476
12.0,12,913.383476
48.0,48,913.399097
56.0,56,913.41472
42.0,42,913.430343
20.0,20,913.445966
36.0,36,913.445966
231.0,231,913.99553
139.0,139,914.467488
65.0,65,914.49777
70.0,70,914.514322
98.0,98,914.954922
88.0,88,914.986553
89.0,89,915.017799
87.0,87,915.457467
23.0,23,915.473292
42.0,42,915.489269
12.0,12,915.489269
30.0,30,915.489269
86.0,86,915.943247
96.0,96,916.10126
95.0,95,916.132512
95.0,95,916.572137
102.0,102,916.587986
109.0,109,916.61922
357.0,357,917.575401
36.0,36,917.591025
84.0,84,917.607002
92.0,92,917.998441
91.0,91,918.029685
33.0,33,918.029685
19.0,19,918.045565
92.0,92,918.483818
155.0,155,918.579763
190.0,190,919.033842
218.0,218,919.536642
500.0,500,920.508878
359.0,359,921.17295
169.0,169,921.70216
107.0,107,921.749311
88.0,88,922.221575
79.0,79,922.252822
76.0,76,922.268447
81.0,81,922.725171
43.0,43,922.740795
85.0,85,922.772041
84.0,84,922.787664
41.0,41,923.226611
128.0,128,923.257936
123.0,123,923.289187
285.0,285,924.168018
22.0,22,924.183801
25.0,25,924.19944
14.0,14,924.215518
21.0,21,924.246753
13.0,13,924.246753
43.0,43,924.277998
29.0,29,924.277998
13.0,13,924.293621
43.0,43,924.30949
82.0,82,924.799758
92.0,92,924.829891
118.0,118,925.365188
90.0,90,925.413189
11.0,11,925.413189
87.0,87,925.428816
125.0,125,925.867281
144.0,144,925.898561
188.0,188,926.322267
183.0,183,926.825254
89.0,89,926.856498
78.0,78,927.295655
22.0,22,927.295655
90.0,90,927.326901
68.0,68,927.342525
85.0,85,927.735665
295.0,295,928.254024
88.0,88,928.285264
90.0,90,928.316552
81.0,81,928.724037
92.0,92,928.755279
326.0,326,929.303269
140.0,140,929.822448
244.0,244,930.293496
123.0,123,930.324739
114.0,114,930.795508
102.0,102,930.826755
105.0,105,931.252224
93.0,93,931.267835
94.0,94,931.314706
90.0,90,931.723427
90.0,90,931.75488
89.0,89,931.770503
38.0,38,931.786359
15.0,15,932.163251
107.0,107,932.225811
108.0,108,932.304334
139.0,139,932.728044
147.0,147,933.119994
227.0,227,933.198624
111.0,111,933.590601
95.0,95,933.606224
94.0,94,934.013186
75.0,75,934.044687
14.0,14,934.044687
15.0,15,934.060655
34.0,34,934.091893
36.0,36,934.107517
34.0,34,934.123139
97.0,97,934.5305
103.0,103,934.561746
96.0,96,934.9706
91.0,91,934.986221
95.0,95,935.017668
95.0,95,935.426591
71.0,71,935.458251
89.0,89,935.489496
76.0,76,935.881714
316.0,316,936.321593
25.0,25,936.337216
27.0,27,936.337216
42.0,42,936.352839
86.0,86,936.384307
265.0,265,937.309789
351.0,351,937.813803
224.0,224,938.330935
187.0,187,938.770914
58.0,58,938.786538
14.0,14,938.786538
202.0,202,939.289431
13.0,13,939.289431
26.0,26,939.32098
49.0,49,939.352227
145.0,145,939.38408
87.0,87,939.822965
185.0,185,940.246509
100.0,100,940.277754
98.0,98,940.309301
64.0,64,940.717602
19.0,19,940.717602
21.0,21,940.733224
20.0,20,940.733224
18.0,18,940.733224
134.0,134,940.780094
15.0,15,940.780094
17.0,17,941.188203
36.0,36,941.235072
71.0,71,941.266317
73.0,73,941.281941
69.0,69,941.674611
83.0,83,941.70586
27.0,27,941.721495
27.0,27,941.721495
29.0,29,941.721495
33.0,33,941.737104
81.0,81,942.144105
91.0,91,942.159727
80.0,80,942.190973
80.0,80,942.613982
78.0,78,942.629595
74.0,74,942.660841
77.0,77,942.676465
86.0,86,943.085569
85.0,85,943.101612
89.0,89,943.132861
29.0,29,943.603281
13.0,13,943.61924
22.0,22,943.61924
12.0,12,943.61924
26.0,26,943.634861
26.0,26,943.634861
16.0,16,943.634861
42.0,42,943.650482
15.0,15,943.650482
44.0,44,943.666326
13.0,13,943.666326
13.0,13,944.076438
17.0,17,944.076438
13.0,13,944.076438
14.0,14,944.09206
15.0,15,944.09206
19.0,19,944.09206
15.0,15,944.107684
13.0,13,944.107684
13.0,13,944.107684
12.0,12,944.123544
15.0,15,944.123544
13.0,13,944.123544
15.0,15,944.123544
13.0,13,944.13937
17.0,17,944.13937
15.0,15,944.13937
13.0,13,944.13937
17.0,17,944.548096
17.0,17,944.548096
20.0,20,944.548096
19.0,19,944.564231
20.0,20,944.580163
19.0,19,944.580163
14.0,14,944.596219
15.0,15,944.596219
20.0,20,944.612337
16.0,16,944.612337
18.0,18,944.628363
15.0,15,944.643978
14.0,14,944.643978
14.0,14,944.643978
15.0,15,944.659847
17.0,17,945.051404
18.0,18,945.051404
24.0,24,945.067222
22.0,22,945.067222
22.0,22,945.082843
18.0,18,945.082843
18.0,18,945.098465
20.0,20,945.098465
20.0,20,945.098465
18.0,18,945.114311
91.0,91,945.506016
19.0,19,945.522064
16.0,16,945.522064
21.0,21,945.5377
16.0,16,945.553322
20.0,20,945.553322
18.0,18,945.568947
20.0,20,945.568947
16.0,16,945.584569
19.0,19,945.584569
20.0,20,945.584569
15.0,15,945.600403
17.0,17,945.600403
16.0,16,945.616317
28.0,28,946.008587
31.0,31,946.024208
30.0,30,946.03983
32.0,32,946.055773
27.0,27,946.071786
30.0,30,946.103544
24.0,24,946.11918
29.0,29,946.15055
35.0,35,946.621942
30.0,30,946.638025
35.0,35,946.638025
28.0,28,946.65364
29.0,29,946.669262
33.0,33,946.684885
29.0,29,946.684885
30.0,30,946.700754
28.0,28,946.716615
100.0,100,947.155356
42.0,42,947.155356
44.0,44,947.171478
42.0,42,947.187116
44.0,44,947.642268
23.0,23,947.642268
28.0,28,947.673746
26.0,26,947.689757
30.0,30,947.722027
26.0,26,947.738223
24.0,24,947.754293
32.0,32,947.770403
23.0,23,947.770403
30.0,30,947.786026
36.0,36,948.225059
35.0,35,948.225059
42.0,42,948.240681
39.0,39,948.256305
44.0,44,948.272082
37.0,37,948.28771
37.0,37,948.664334
21.0,21,948.664334
20.0,20,948.679959
26.0,26,948.679959
28.0,28,948.679959
33.0,33,948.695582
26.0,26,948.711614
27.0,27,948.711614
26.0,26,948.727242
28.0,28,948.727242
97.0,97,949.135962
95.0,95,949.167773
97.0,97,949.591396
28.0,28,949.607018
25.0,25,949.607018
26.0,26,949.607018
25.0,25,949.623086
24.0,24,949.623086
25.0,25,949.638955
31.0,31,949.638955
23.0,23,949.654583
27.0,27,949.654583
38.0,38,950.081249
37.0,37,950.096804
37.0,37,950.112424
38.0,38,950.143674
41.0,41,950.190992
43.0,43,950.206623
95.0,95,950.708702
105.0,105,950.786809
102.0,102,951.194651
95.0,95,951.225897
101.0,101,951.288683
47.0,47,951.758898
21.0,21,951.774522
32.0,32,951.790144
29.0,29,951.805768
26.0,26,951.821799
36.0,36,951.837736
29.0,29,951.837736
23.0,23,951.837736
29.0,29,951.853357
17.0,17,951.853357
97.0,97,952.26351
248.0,248,952.733866
21.0,21,952.733866
21.0,21,952.733866
10.0,10,952.74954
19.0,19,952.74954
21.0,21,952.74954
21.0,21,952.765176
19.0,19,952.765176
18.0,18,952.765176
17.0,17,952.780792
16.0,16,953.171888
94.0,94,953.203343
95.0,95,953.234586
93.0,93,953.69134
22.0,22,953.706959
88.0,88,953.722831
19.0,19,953.738713
93.0,93,954.211773
91.0,91,954.243293
101.0,101,954.275072
97.0,97,954.810626
91.0,91,954.841799
92.0,92,954.873046
93.0,93,955.327224
96.0,96,955.358691
93.0,93,955.390129
108.0,108,955.781632
105.0,105,955.812879
92.0,92,956.26813
20.0,20,956.28375
90.0,90,956.315725
89.0,89,956.34783
89.0,89,956.914429
93.0,93,956.93029
87.0,87,956.94613
91.0,91,957.353998
93.0,93,957.369986
89.0,89,957.842346
77.0,77,957.873593
22.0,22,957.873593
85.0,85,957.904838
87.0,87,958.454559
26.0,26,958.454559
13.0,13,958.454559
88.0,88,958.51755
25.0,25,958.533179
19.0,19,958.548949
84.0,84,958.971986
19.0,19,958.971986
90.0,90,958.987606
90.0,90,959.019072
86.0,86,959.631672
50.0,50,959.647646
93.0,93,959.663271
96.0,96,960.086802
92.0,92,960.118047
59.0,59,960.133671
91.0,91,960.63695
92.0,92,960.668489
93.0,93,960.684112
87.0,87,961.090796
86.0,86,961.106925
52.0,52,961.122431
88.0,88,961.514595
123.0,123,961.545841
127.0,127,961.985457
90.0,90,962.016922
92.0,92,962.048168
89.0,89,962.550739
50.0,50,962.566585
34.0,34,962.598018
38.0,38,962.613639
57.0,57,962.629261
35.0,35,962.644884
93.0,93,963.069511
105.0,105,963.101044
22.0,22,963.101044
88.0,88,963.57539
159.0,159,963.622259
153.0,153,964.078783
153.0,153,964.110026
41.0,41,964.470539
16.0,16,964.486162
28.0,28,964.486162
26.0,26,964.501785
16.0,16,964.501785
12.0,12,964.501785
16.0,16,964.501785
20.0,20,964.51763
14.0,14,964.51763
20.0,20,964.51763
12.0,12,964.533254
24.0,24,964.5645
18.0,18,964.5645
12.0,12,964.580329
26.0,26,964.957936
86.0,86,964.989178
13.0,13,964.989178
31.0,31,964.989178
90.0,90,965.020425
88.0,88,965.460652
90.0,90,965.491898
18.0,18,965.491898
90.0,90,965.899601
89.0,89,965.915222
86.0,86,965.946469
98.0,98,966.433371
24.0,24,966.448995
23.0,23,966.448995
18.0,18,966.464618
31.0,31,966.464618
23.0,23,966.480317
20.0,20,966.480317
15.0,15,966.480317
21.0,21,966.495945
23.0,23,966.495945
23.0,23,966.511787
29.0,29,966.904909
53.0,53,966.920752
29.0,29,966.936381
28.0,28,966.936381
31.0,31,966.952004
32.0,32,966.952004
31.0,31,966.96769
23.0,23,966.96769
129.0,129,967.470927
97.0,97,967.5024
130.0,130,967.909607
128.0,128,967.940852
56.0,56,968.366446
102.0,102,968.397691
95.0,95,968.429184
84.0,84,968.837396
51.0,51,968.853019
29.0,29,968.853019
87.0,87,968.884266
33.0,33,968.899889
70.0,70,969.356503
98.0,98,969.388095
76.0,76,969.404003
64.0,64,969.858367
87.0,87,969.889612
90.0,90,969.90546
97.0,97,970.3615
99.0,99,970.377122
97.0,97,970.784616
92.0,92,970.800578
50.0,50,970.816206
15.0,15,970.816206
38.0,38,970.831828
31.0,31,970.831828
88.0,88,971.239619
88.0,88,971.270865
89.0,89,971.302112
88.0,88,971.710878
97.0,97,971.742123
88.0,88,972.165816
53.0,53,972.165816
85.0,85,972.197063
17.0,17,972.197063
86.0,86,972.228308
94.0,94,972.667601
99.0,99,972.714605
86.0,86,973.107587
26.0,26,973.123567
66.0,66,973.139498
38.0,38,973.155509
49.0,49,973.171129
41.0,41,973.186752
28.0,28,973.644676
82.0,82,973.676118
90.0,90,973.692025
98.0,98,974.272018
99.0,99,974.303494
97.0,97,974.334757
64.0,64,974.727716
54.0,54,974.743339
66.0,66,974.775217
60.0,60,974.791316
101.0,101,975.277289
95.0,95,975.308721
102.0,102,975.34043
121.0,121,975.811162
119.0,119,975.842942
105.0,105,976.311826
91.0,91,976.343298
88.0,88,976.406509
90.0,90,976.864249
96.0,96,976.911496
101.0,101,977.365853
92.0,92,977.3973
19.0,19,977.413263
56.0,56,977.445355
34.0,34,977.461397
27.0,27,978.059269
100.0,100,978.106135
93.0,93,978.121759
90.0,90,978.528989
100.0,100,978.576156
100.0,100,978.60767
98.0,98,979.094037
100.0,100,979.125283
106.0,106,979.61224
97.0,97,979.643487
93.0,93,979.65911
95.0,95,980.114987
88.0,88,980.146394
92.0,92,980.178242
12.0,12,980.178242
11.0,11,980.193855
105.0,105,980.617901
125.0,125,980.649492
77.0,77,981.12037
65.0,65,981.135992
70.0,70,981.151616
63.0,63,981.16724
85.0,85,981.575561
73.0,73,981.591185
65.0,65,981.606911
58.0,58,982.109613
28.0,28,982.109613
39.0,39,982.125235
31.0,31,982.125235
27.0,27,982.14113
29.0,29,982.14113
39.0,39,982.156758
28.0,28,982.173372
19.0,19,982.173372
68.0,68,982.579937
51.0,51,982.595821
53.0,53,982.611441
49.0,49,982.627065
53.0,53,983.019038
60.0,60,983.034662
67.0,67,983.050284
47.0,47,983.065907
58.0,58,983.082037
48.0,48,983.585685
32.0,32,983.601308
40.0,40,983.616934
95.0,95,983.648424
45.0,45,983.664047
93.0,93,984.071432
92.0,92,984.102677
83.0,83,984.525841
64.0,64,984.541469
63.0,63,984.557092
81.0,81,984.572716
48.0,48,985.078449
28.0,28,985.094073
40.0,40,985.109987
22.0,22,985.109987
33.0,33,985.109987
31.0,31,985.125847
49.0,49,985.14171
32.0,32,985.157334
92.0,92,985.692007
111.0,111,985.723252
106.0,106,986.164552
92.0,92,986.195796
92.0,92,986.227327
100.0,100,986.699333
127.0,127,986.794189
115.0,115,987.250788
93.0,93,987.266403
95.0,95,987.298287
93.0,93,987.723205
69.0,69,987.75445
41.0,41,987.770072
87.0,87,988.179475
104.0,104,988.210716
104.0,104,988.226345
132.0,132,988.64905
128.0,128,988.680297
112.0,112,989.149927
99.0,99,989.181174
80.0,80,989.571974
53.0,53,989.587587
46.0,46,989.603214
52.0,52,989.618832
48.0,48,989.634457
85.0,85,990.060229
98.0,98,990.107528
80.0,80,990.138774
98.0,98,990.578007
113.0,113,990.593631
49.0,49,990.609482
112.0,112,991.017581
98.0,98,991.049291
98.0,98,991.456561
100.0,100,991.488157
109.0,109,991.519404
87.0,87,991.928203
11.0,11,991.943825
89.0,89,991.975298
89.0,89,992.038061
88.0,88,992.429882
94.0,94,992.461127
90.0,90,992.853315
51.0,51,992.868321
38.0,38,992.883949
177.0,177,993.32298
29.0,29,993.32298
89.0,89,993.338892
127.0,127,993.859017
90.0,90,993.874917
118.0,118,993.906811
117.0,117,994.39525
51.0,51,994.411087
87.0,87,994.442331
36.0,36,994.457955
94.0,94,994.881076
98.0,98,994.912552
98.0,98,995.320497
100.0,100,995.351995
96.0,96,995.367619
48.0,48,995.760224
92.0,92,995.775845
21.0,21,995.791471
92.0,92,995.807092
20.0,20,995.82302
26.0,26,996.200738
36.0,36,996.216633
23.0,23,996.232261
21.0,21,996.232261
24.0,24,996.247884
19.0,19,996.247884
34.0,34,996.263507
29.0,29,996.263507
42.0,42,996.279129
85.0,85,996.671206
95.0,95,996.702452
51.0,51,996.726581
89.0,89,997.109864
45.0,45,997.125824
11.0,11,997.125824
123.0,123,997.173434
74.0,74,997.548593
55.0,55,997.564217
25.0,25,997.57984
67.0,67,997.595462
85.0,85,998.003767
118.0,118,998.035438
86.0,86,998.051307
88.0,88,998.458542
12.0,12,998.474165
11.0,11,998.474165
87.0,87,998.505412
11.0,11,998.505412
90.0,90,998.912402
104.0,104,998.943702
105.0,105,998.975366
105.0,105,999.366678
19.0,19,999.366678
69.0,69,999.382763
12.0,12,999.398391
12.0,12,999.398391
87.0,87,999.822919
95.0,95,999.869792
95.0,95,999.91666
82.0,82,1000.419362
45.0,45,1000.419362
81.0,81,1000.450986
40.0,40,1000.466952
73.0,73,1000.85996
85.0,85,1000.891212
35.0,35,1000.907213
91.0,91,1000.970302
35.0,35,1000.985926
89.0,89,1001.379342
14.0,14,1001.379342
85.0,85,1001.442839
88.0,88,1001.900432
85.0,85,1001.9326
91.0,91,1001.979702
89.0,89,1002.404508
30.0,30,1002.420358
12.0,12,1002.420358
91.0,91,1002.436227
26.0,26,1002.45185
27.0,27,1002.45185
29.0,29,1002.45185
90.0,90,1003.09781
90.0,90,1003.129303
90.0,90,1003.552911
105.0,105,1003.568756
115.0,115,1003.60021
65.0,65,1004.023513
57.0,57,1004.039135
40.0,40,1004.039135
50.0,50,1004.054763
26.0,26,1004.070383
51.0,51,1004.086007
21.0,21,1004.494541
10.0,10,1004.494541
20.0,20,1004.510529
23.0,23,1004.510529
18.0,18,1004.510529
68.0,68,1004.542017
21.0,21,1004.542017
12.0,12,1004.542017
23.0,23,1004.557641
36.0,36,1004.573494
24.0,24,1004.952142
37.0,37,1004.952142
56.0,56,1004.967691
40.0,40,1004.983315
72.0,72,1004.998938
40.0,40,1005.407467
111.0,111,1005.438928
104.0,104,1005.486979
54.0,54,1005.943719
10.0,10,1005.95974
19.0,19,1005.95974
12.0,12,1005.95974
35.0,35,1005.975645
16.0,16,1005.991505
23.0,23,1006.007127
19.0,19,1006.007127
19.0,19,1006.023222
69.0,69,1006.055364
45.0,45,1006.478668
38.0,38,1006.478668
54.0,54,1006.494438
72.0,72,1006.510067
88.0,88,1006.916785
87.0,87,1006.948139
19.0,19,1006.963767
31.0,31,1006.963767
13.0,13,1006.963767
73.0,73,1006.995013
11.0,11,1007.467032
87.0,87,1007.498278
90.0,90,1007.529524
15.0,15,1007.529524
87.0,87,1007.935952
90.0,90,1007.952708
87.0,87,1007.967716
61.0,61,1008.45506
61.0,61,1008.470933
59.0,59,1008.486553
29.0,29,1008.50242
29.0,29,1008.518033
29.0,29,1008.533942
28.0,28,1008.54992
89.0,89,1008.990034
11.0,11,1008.990034
12.0,12,1008.990034
87.0,87,1009.021962
30.0,30,1009.021962
18.0,18,1009.037795
15.0,15,1009.037795
95.0,95,1009.540507
96.0,96,1009.571753
84.0,84,1009.98104
11.0,11,1009.98104
14.0,14,1009.98104
9.0,9,1009.98104
22.0,22,1009.996881
13.0,13,1009.996881
21.0,21,1009.996881
83.0,83,1010.028138
89.0,89,1010.452097
92.0,92,1010.483349
11.0,11,1010.483349
90.0,90,1010.51459
14.0,14,1010.530214
90.0,90,1011.080176
58.0,58,1011.095798
11.0,11,1011.095798
25.0,25,1011.111877
92.0,92,1011.127504
89.0,89,1011.565655
26.0,26,1011.565655
31.0,31,1011.581279
21.0,21,1011.581279
13.0,13,1011.59719
12.0,12,1011.59719
28.0,28,1011.59719
20.0,20,1011.612814
21.0,21,1011.612814
98.0,98,1012.021384
99.0,99,1012.0528
93.0,93,1012.621649
75.0,75,1012.63727
97.0,97,1012.668517
68.0,68,1013.062339
88.0,88,1013.093586
86.0,86,1013.203168
78.0,78,1013.658873
18.0,18,1013.674496
16.0,16,1013.674496
14.0,14,1013.69012
29.0,29,1013.69012
18.0,18,1013.705743
16.0,16,1013.705743
13.0,13,1013.705743
12.0,12,1013.705743
13.0,13,1013.72187
27.0,27,1013.72187
18.0,18,1013.72187
18.0,18,1013.737498
21.0,21,1013.753183
16.0,16,1014.176631
14.0,14,1014.192254
14.0,14,1014.192254
24.0,24,1014.192254
12.0,12,1014.208015
14.0,14,1014.208015
14.0,14,1014.208015
21.0,21,1014.208015
12.0,12,1014.22408
14.0,14,1014.22408
12.0,12,1014.22408
10.0,10,1014.22408
42.0,42,1014.239907
16.0,16,1014.255899
45.0,45,1014.680331
90.0,90,1014.711776
49.0,49,1014.727398
43.0,43,1014.743192
71.0,71,1015.199449
18.0,18,1015.199449
16.0,16,1015.199449
10.0,10,1015.199449
18.0,18,1015.215335
16.0,16,1015.215335
13.0,13,1015.215335
18.0,18,1015.215335
23.0,23,1015.231453
19.0,19,1015.231453
14.0,14,1015.247093
21.0,21,1015.247093
23.0,23,1015.262986
20.0,20,1015.262986
110.0,110,1015.720016
112.0,112,1015.751262
97.0,97,1016.255392
37.0,37,1016.286995
15.0,15,1016.286995
17.0,17,1016.302618
14.0,14,1016.302618
21.0,21,1016.302618
88.0,88,1016.341179
21.0,21,1016.851818
110.0,110,1016.878472
114.0,114,1016.909792
46.0,46,1017.335658
52.0,52,1017.351268
28.0,28,1017.351268
21.0,21,1017.367785
20.0,20,1017.367785
52.0,52,1017.382867
92.0,92,1017.855664
23.0,23,1017.855664
22.0,22,1017.871604
87.0,87,1017.903122
25.0,25,1017.91875
19.0,19,1017.91875
68.0,68,1018.372741
30.0,30,1018.381485
11.0,11,1018.384554
40.0,40,1018.39626
13.0,13,1018.39626
50.0,50,1018.411886
55.0,55,1018.427802
20.0,20,1018.427802
23.0,23,1018.443435
102.0,102,1018.99562
97.0,97,1019.029207
100.0,100,1019.557631
21.0,21,1019.573537
89.0,89,1019.643755
16.0,16,1019.660789
24.0,24,1019.680527
85.0,85,1020.196562
93.0,93,1020.233621
102.0,102,1020.260588
62.0,62,1020.8606
68.0,68,1020.877928
18.0,18,1020.89306
40.0,40,1020.89306
19.0,19,1020.910635
85.0,85,1020.944036
91.0,91,1021.403632
92.0,92,1021.448224
94.0,94,1021.919819
86.0,86,1021.942805
25.0,25,1021.942805
89.0,89,1021.974395
36.0,36,1021.974395
129.0,129,1022.386233
131.0,131,1022.881476
106.0,106,1022.928935
106.0,106,1022.967612
68.0,68,1023.438415
20.0,20,1023.454038
32.0,32,1023.454038
17.0,17,1023.469662
35.0,35,1023.469662
16.0,16,1023.469662
26.0,26,1023.491032
20.0,20,1023.498079
20.0,20,1023.504079
14.0,14,1023.508342
34.0,34,1023.986165
11.0,11,1024.001841
34.0,34,1024.018781
35.0,35,1024.040311
19.0,19,1024.048513
14.0,14,1024.054964
39.0,39,1024.065816
29.0,29,1024.079288
11.0,11,1024.08254
12.0,12,1024.08656
26.0,26,1024.09556
11.0,11,1024.097555
89.0,89,1024.673548
88.0,88,1024.690269
86.0,86,1024.706888
11.0,11,1025.143573
94.0,94,1025.171108
96.0,96,1025.195219
42.0,42,1025.20522
78.0,78,1025.734525
20.0,20,1025.734525
50.0,50,1025.750148
90.0,90,1025.781398
30.0,30,1025.797019
95.0,95,1026.250996
106.0,106,1026.282745
99.0,99,1026.829815
45.0,45,1026.845676
53.0,53,1026.861595
97.0,97,1026.89317
94.0,94,1027.37657
94.0,94,1027.439319
53.0,53,1027.455376
39.0,39,1027.974492
39.0,39,1027.990373
90.0,90,1028.005985
89.0,89,1028.021894
45.0,45,1028.427853
39.0,39,1028.443476
32.0,32,1028.443476
44.0,44,1028.459099
29.0,29,1028.474722
27.0,27,1028.474722
19.0,19,1028.490559
31.0,31,1028.490559
21.0,21,1028.506165
34.0,34,1028.961165
